Shipment_ID,Order_ID,Transport_Mode,Shipping_Cost,Ship_Date,Delivery_Date,Delivery_Status
SHP010101,O010101,Road,51,2023-10-28,2023-10-31,On-Time
SHP010102,O010102,Road,57,2025-05-31,2025-06-05,On-Time
SHP010103,O010103,Rail,34,2025-08-29,2025-09-08,On-Time
SHP010104,O010104,Express Courier,51,2025-12-28,2026-01-01,Delayed
SHP010105,O010105,Express Courier,51,2024-05-17,2024-05-20,On-Time
SHP010106,O010106,Rail,26,2025-06-20,2025-06-30,On-Time
SHP010107,O010107,Rail,45,2024-10-24,2024-11-01,On-Time
SHP010108,O010108,Rail,36,2024-12-03,2024-12-08,On-Time
SHP010109,O010109,Road,24,2023-06-06,2023-06-11,On-Time
SHP010110,O010110,Express Courier,73,2024-10-27,2024-10-29,On-Time
SHP010111,O010111,Air,103,2025-04-21,2025-04-24,On-Time
SHP010112,O010112,Rail,38,2024-03-11,2024-03-20,On-Time
SHP010113,O010113,Rail,31,2025-11-15,2025-11-25,On-Time
SHP010114,O010114,Road,29,2023-01-13,2023-01-20,On-Time
SHP010115,O010115,Standard Shipping,12,2024-10-15,2024-10-26,On-Time
SHP010116,O010116,Express Courier,87,2025-05-23,2025-05-25,Delayed
SHP010117,O010117,Rail,26,2024-09-27,2024-10-03,On-Time
SHP010118,O010118,Road,21,2024-05-05,2024-05-12,On-Time
SHP010119,O010119,Road,29,2025-11-12,2025-11-17,On-Time
SHP010120,O010120,Standard Shipping,22,2025-06-28,2025-07-07,On-Time
SHP010121,O010121,Air,84,2023-11-11,2023-11-14,On-Time
SHP010122,O010122,Express Courier,73,2024-04-12,2024-04-16,Delayed
SHP010123,O010123,Road,23,2023-10-28,2023-11-03,On-Time
SHP010124,O010124,Standard Shipping,34,2023-04-15,2023-04-24,On-Time
SHP010125,O010125,Express Courier,59,2025-07-19,2025-07-21,On-Time
SHP010126,O010126,Rail,33,2025-01-29,2025-02-06,On-Time
SHP010127,O010127,Express Courier,76,2024-05-08,2024-05-11,Delayed
SHP010128,O010128,Rail,16,2023-04-04,2023-04-11,On-Time
SHP010129,O010129,Road,60,2024-11-06,2024-11-09,On-Time
SHP010130,O010130,Rail,35,2023-10-22,2023-10-29,On-Time
SHP010131,O010131,Road,53,2023-09-10,2023-09-15,On-Time
SHP010132,O010132,Air,123,2024-08-20,2024-08-21,On-Time
SHP010133,O010133,Rail,27,2024-10-25,2024-11-02,On-Time
SHP010134,O010134,Express Courier,69,2025-11-15,2025-11-19,On-Time
SHP010135,O010135,Air,112,2024-04-30,2024-05-01,On-Time
SHP010136,O010136,Road,44,2025-05-23,2025-05-29,On-Time
SHP010137,O010137,Standard Shipping,12,2025-12-20,2025-12-29,On-Time
SHP010138,O010138,Rail,45,2024-02-27,2024-03-06,On-Time
SHP010139,O010139,Air,88,2025-03-13,2025-03-15,On-Time
SHP010140,O010140,Express Courier,62,2023-10-04,2023-10-08,On-Time
SHP010141,O010141,Rail,23,2025-11-20,2025-11-29,On-Time
SHP010142,O010142,Air,83,2025-02-25,2025-02-28,Delayed
SHP010143,O010143,Air,145,2024-06-12,2024-06-15,On-Time
SHP010144,O010144,Standard Shipping,10,2025-10-11,2025-10-20,On-Time
SHP010145,O010145,Rail,24,2023-12-06,2023-12-11,On-Time
SHP010146,O010146,Standard Shipping,16,2025-02-11,2025-02-20,On-Time
SHP010147,O010147,Express Courier,59,2025-09-25,2025-09-29,Delayed
SHP010148,O010148,Air,140,2023-08-22,2023-08-24,On-Time
SHP010149,O010149,Standard Shipping,35,2024-06-04,2024-06-18,On-Time
SHP010150,O010150,Standard Shipping,25,2024-04-17,2024-04-30,On-Time
SHP010151,O010151,Road,51,2025-10-03,2025-10-08,On-Time
SHP010152,O010152,Rail,18,2023-08-19,2023-08-27,On-Time
SHP010153,O010153,Road,26,2025-12-08,2025-12-14,On-Time
SHP010154,O010154,Air,92,2024-10-07,2024-10-09,On-Time
SHP010155,O010155,Standard Shipping,24,2023-03-05,2023-03-16,On-Time
SHP010156,O010156,Air,124,2024-10-27,2024-10-29,On-Time
SHP010157,O010157,Road,49,2025-01-11,2025-01-15,On-Time
SHP010158,O010158,Road,43,2024-02-28,2024-03-03,On-Time
SHP010159,O010159,Rail,40,2023-04-13,2023-04-20,On-Time
SHP010160,O010160,Road,45,2025-02-18,2025-02-22,On-Time
SHP010161,O010161,Road,23,2023-12-16,2023-12-23,Delayed
SHP010162,O010162,Rail,40,2024-05-22,2024-05-28,On-Time
SHP010163,O010163,Express Courier,46,2023-11-23,2023-11-26,On-Time
SHP010164,O010164,Standard Shipping,30,2025-04-11,2025-04-19,On-Time
SHP010165,O010165,Express Courier,47,2025-01-11,2025-01-15,On-Time
SHP010166,O010166,Rail,27,2024-07-31,2024-08-10,On-Time
SHP010167,O010167,Air,109,2025-02-21,2025-02-22,On-Time
SHP010168,O010168,Air,98,2025-05-25,2025-05-27,On-Time
SHP010169,O010169,Standard Shipping,22,2025-01-03,2025-01-15,On-Time
SHP010170,O010170,Rail,38,2025-04-06,2025-04-13,On-Time
SHP010171,O010171,Express Courier,58,2024-11-10,2024-11-14,Delayed
SHP010172,O010172,Express Courier,52,2023-09-01,2023-09-03,On-Time
SHP010173,O010173,Express Courier,64,2025-04-03,2025-04-07,Delayed
SHP010174,O010174,Express Courier,88,2023-03-19,2023-03-21,On-Time
SHP010175,O010175,Express Courier,85,2023-02-06,2023-02-08,On-Time
SHP010176,O010176,Rail,35,2023-02-10,2023-02-20,On-Time
SHP010177,O010177,Rail,20,2023-05-23,2023-06-01,On-Time
SHP010178,O010178,Rail,23,2024-01-08,2024-01-18,On-Time
SHP010179,O010179,Express Courier,54,2023-05-19,2023-05-23,On-Time
SHP010180,O010180,Standard Shipping,15,2025-02-10,2025-02-23,On-Time
SHP010181,O010181,Road,43,2024-12-13,2024-12-20,On-Time
SHP010182,O010182,Rail,36,2024-02-03,2024-02-13,On-Time
SHP010183,O010183,Road,24,2023-01-17,2023-01-21,Delayed
SHP010184,O010184,Standard Shipping,28,2024-11-04,2024-11-15,Delayed
SHP010185,O010185,Rail,40,2025-07-08,2025-07-13,On-Time
SHP010186,O010186,Rail,42,2023-12-23,2023-12-28,On-Time
SHP010187,O010187,Rail,41,2024-08-08,2024-08-13,On-Time
SHP010188,O010188,Air,104,2025-11-02,2025-11-05,On-Time
SHP010189,O010189,Air,144,2023-01-08,2023-01-09,On-Time
SHP010190,O010190,Road,58,2024-08-16,2024-08-20,On-Time
SHP010191,O010191,Air,84,2024-05-15,2024-05-17,On-Time
SHP010192,O010192,Air,85,2025-06-27,2025-06-29,On-Time
SHP010193,O010193,Road,39,2024-10-23,2024-10-26,On-Time
SHP010194,O010194,Express Courier,68,2023-07-11,2023-07-15,On-Time
SHP010195,O010195,Standard Shipping,10,2024-11-21,2024-12-01,Delayed
SHP010196,O010196,Standard Shipping,27,2025-10-11,2025-10-22,On-Time
SHP010197,O010197,Air,119,2024-09-22,2024-09-25,On-Time
SHP010198,O010198,Air,86,2024-05-19,2024-05-21,On-Time
SHP010199,O010199,Standard Shipping,30,2025-10-16,2025-10-30,On-Time
SHP010200,O010200,Standard Shipping,10,2025-01-04,2025-01-15,On-Time
SHP010201,O010201,Rail,25,2025-01-15,2025-01-24,On-Time
SHP010202,O010202,Road,28,2023-08-05,2023-08-08,On-Time
SHP010203,O010203,Air,86,2025-03-21,2025-03-22,On-Time
SHP010204,O010204,Express Courier,80,2025-05-05,2025-05-07,On-Time
SHP010205,O010205,Rail,36,2025-04-21,2025-04-27,On-Time
SHP010206,O010206,Air,85,2025-01-17,2025-01-20,On-Time
SHP010207,O010207,Express Courier,51,2023-08-01,2023-08-04,On-Time
SHP010208,O010208,Express Courier,86,2024-08-16,2024-08-20,On-Time
SHP010209,O010209,Road,47,2023-06-14,2023-06-18,On-Time
SHP010210,O010210,Standard Shipping,15,2025-12-15,2025-12-22,On-Time
SHP010211,O010211,Rail,22,2024-05-09,2024-05-16,On-Time
SHP010212,O010212,Road,35,2024-01-10,2024-01-16,On-Time
SHP010213,O010213,Air,111,2025-04-29,2025-05-02,On-Time
SHP010214,O010214,Air,83,2023-02-21,2023-02-22,On-Time
SHP010215,O010215,Standard Shipping,34,2025-01-27,2025-02-06,On-Time
SHP010216,O010216,Rail,21,2024-11-08,2024-11-18,On-Time
SHP010217,O010217,Rail,37,2023-07-29,2023-08-08,On-Time
SHP010218,O010218,Air,122,2023-05-01,2023-05-04,On-Time
SHP010219,O010219,Rail,45,2025-10-29,2025-11-05,On-Time
SHP010220,O010220,Road,22,2025-08-09,2025-08-13,On-Time
SHP010221,O010221,Rail,27,2025-03-27,2025-04-03,On-Time
SHP010222,O010222,Standard Shipping,27,2025-11-01,2025-11-10,Delayed
SHP010223,O010223,Standard Shipping,11,2024-12-07,2024-12-19,On-Time
SHP010224,O010224,Air,131,2024-03-18,2024-03-21,On-Time
SHP010225,O010225,Standard Shipping,18,2025-11-22,2025-11-30,On-Time
SHP010226,O010226,Road,59,2025-05-03,2025-05-06,On-Time
SHP010227,O010227,Air,125,2025-08-21,2025-08-24,On-Time
SHP010228,O010228,Standard Shipping,21,2024-03-16,2024-03-27,On-Time
SHP010229,O010229,Rail,16,2023-01-22,2023-01-30,On-Time
SHP010230,O010230,Rail,22,2025-01-08,2025-01-18,On-Time
SHP010231,O010231,Road,48,2024-03-10,2024-03-13,On-Time
SHP010232,O010232,Air,120,2025-02-23,2025-02-25,On-Time
SHP010233,O010233,Rail,36,2023-02-14,2023-02-21,On-Time
SHP010234,O010234,Road,57,2025-09-16,2025-09-19,On-Time
SHP010235,O010235,Rail,35,2025-10-18,2025-10-25,On-Time
SHP010236,O010236,Rail,23,2024-02-24,2024-03-02,On-Time
SHP010237,O010237,Air,115,2025-08-18,2025-08-20,On-Time
SHP010238,O010238,Air,89,2023-03-20,2023-03-22,On-Time
SHP010239,O010239,Standard Shipping,14,2023-03-25,2023-04-07,On-Time
SHP010240,O010240,Express Courier,89,2023-04-24,2023-04-27,On-Time
SHP010241,O010241,Air,140,2023-08-13,2023-08-14,On-Time
SHP010242,O010242,Rail,21,2023-11-18,2023-11-28,On-Time
SHP010243,O010243,Air,145,2023-12-15,2023-12-16,On-Time
SHP010244,O010244,Standard Shipping,26,2023-04-05,2023-04-14,On-Time
SHP010245,O010245,Rail,28,2024-01-06,2024-01-15,On-Time
SHP010246,O010246,Rail,40,2025-02-07,2025-02-13,On-Time
SHP010247,O010247,Express Courier,82,2023-03-14,2023-03-16,Delayed
SHP010248,O010248,Road,44,2025-02-23,2025-02-28,On-Time
SHP010249,O010249,Air,123,2023-07-25,2023-07-26,On-Time
SHP010250,O010250,Rail,32,2025-03-24,2025-04-01,On-Time
SHP010251,O010251,Rail,21,2024-10-16,2024-10-24,Delayed
SHP010252,O010252,Express Courier,73,2024-02-07,2024-02-11,On-Time
SHP010253,O010253,Rail,34,2024-10-16,2024-10-21,On-Time
SHP010254,O010254,Air,91,2023-06-30,2023-07-01,On-Time
SHP010255,O010255,Standard Shipping,11,2023-11-30,2023-12-07,On-Time
SHP010256,O010256,Standard Shipping,11,2024-08-08,2024-08-18,On-Time
SHP010257,O010257,Express Courier,67,2024-10-02,2024-10-04,On-Time
SHP010258,O010258,Rail,34,2024-07-03,2024-07-12,On-Time
SHP010259,O010259,Rail,44,2025-08-15,2025-08-24,On-Time
SHP010260,O010260,Rail,42,2025-11-01,2025-11-06,On-Time
SHP010261,O010261,Rail,23,2025-12-15,2025-12-21,On-Time
SHP010262,O010262,Air,142,2024-09-30,2024-10-02,On-Time
SHP010263,O010263,Express Courier,63,2025-10-23,2025-10-26,On-Time
SHP010264,O010264,Standard Shipping,26,2023-07-25,2023-08-04,On-Time
SHP010265,O010265,Air,146,2024-08-11,2024-08-14,On-Time
SHP010266,O010266,Air,86,2023-01-19,2023-01-20,On-Time
SHP010267,O010267,Standard Shipping,13,2025-12-17,2025-12-30,On-Time
SHP010268,O010268,Road,46,2023-09-15,2023-09-22,On-Time
SHP010269,O010269,Standard Shipping,33,2024-02-10,2024-02-21,Delayed
SHP010270,O010270,Rail,23,2023-07-27,2023-08-03,On-Time
SHP010271,O010271,Road,57,2024-03-16,2024-03-23,On-Time
SHP010272,O010272,Express Courier,74,2024-03-07,2024-03-09,On-Time
SHP010273,O010273,Standard Shipping,35,2024-12-15,2024-12-24,On-Time
SHP010274,O010274,Rail,24,2023-03-11,2023-03-21,Delayed
SHP010275,O010275,Rail,33,2023-04-17,2023-04-23,On-Time
SHP010276,O010276,Standard Shipping,33,2023-04-30,2023-05-09,On-Time
SHP010277,O010277,Air,81,2024-07-08,2024-07-11,On-Time
SHP010278,O010278,Air,133,2024-03-29,2024-04-01,On-Time
SHP010279,O010279,Road,40,2024-03-22,2024-03-25,On-Time
SHP010280,O010280,Road,60,2025-03-30,2025-04-06,On-Time
SHP010281,O010281,Express Courier,45,2025-07-27,2025-07-29,On-Time
SHP010282,O010282,Air,86,2023-05-27,2023-05-30,On-Time
SHP010283,O010283,Air,120,2023-06-14,2023-06-16,On-Time
SHP010284,O010284,Rail,37,2024-02-18,2024-02-26,Delayed
SHP010285,O010285,Express Courier,86,2025-01-02,2025-01-04,On-Time
SHP010286,O010286,Express Courier,72,2023-11-22,2023-11-26,On-Time
SHP010287,O010287,Standard Shipping,26,2023-03-31,2023-04-11,On-Time
SHP010288,O010288,Standard Shipping,15,2025-11-10,2025-11-19,On-Time
SHP010289,O010289,Rail,40,2024-12-22,2024-12-29,On-Time
SHP010290,O010290,Air,120,2025-03-05,2025-03-06,On-Time
SHP010291,O010291,Standard Shipping,34,2023-11-23,2023-12-06,On-Time
SHP010292,O010292,Express Courier,81,2025-09-27,2025-09-29,On-Time
SHP010293,O010293,Road,41,2023-02-09,2023-02-15,On-Time
SHP010294,O010294,Standard Shipping,19,2023-10-13,2023-10-26,On-Time
SHP010295,O010295,Rail,37,2025-06-25,2025-07-01,On-Time
SHP010296,O010296,Air,142,2023-04-07,2023-04-08,On-Time
SHP010297,O010297,Express Courier,73,2025-03-09,2025-03-12,On-Time
SHP010298,O010298,Rail,27,2025-06-14,2025-06-23,On-Time
SHP010299,O010299,Air,88,2024-07-15,2024-07-16,Delayed
SHP010300,O010300,Express Courier,87,2023-10-12,2023-10-14,On-Time
SHP010301,O010301,Road,59,2023-07-04,2023-07-09,On-Time
SHP010302,O010302,Rail,27,2025-01-05,2025-01-15,On-Time
SHP010303,O010303,Express Courier,74,2023-01-21,2023-01-23,On-Time
SHP010304,O010304,Air,80,2024-02-20,2024-02-22,On-Time
SHP010305,O010305,Rail,41,2023-10-01,2023-10-10,On-Time
SHP010306,O010306,Air,139,2023-02-15,2023-02-16,On-Time
SHP010307,O010307,Rail,27,2025-04-20,2025-04-28,On-Time
SHP010308,O010308,Road,50,2025-02-24,2025-02-27,On-Time
SHP010309,O010309,Standard Shipping,31,2025-09-19,2025-09-29,On-Time
SHP010310,O010310,Express Courier,59,2025-06-29,2025-07-03,On-Time
SHP010311,O010311,Air,110,2024-05-19,2024-05-22,On-Time
SHP010312,O010312,Rail,44,2025-05-11,2025-05-18,On-Time
SHP010313,O010313,Express Courier,64,2025-07-03,2025-07-05,On-Time
SHP010314,O010314,Road,47,2023-10-28,2023-11-04,On-Time
SHP010315,O010315,Air,88,2023-04-14,2023-04-15,On-Time
SHP010316,O010316,Standard Shipping,12,2024-01-10,2024-01-17,On-Time
SHP010317,O010317,Rail,42,2024-10-09,2024-10-15,On-Time
SHP010318,O010318,Road,44,2025-08-22,2025-08-28,On-Time
SHP010319,O010319,Rail,15,2024-04-14,2024-04-20,On-Time
SHP010320,O010320,Standard Shipping,18,2024-10-05,2024-10-14,On-Time
SHP010321,O010321,Express Courier,68,2024-04-07,2024-04-11,On-Time
SHP010322,O010322,Rail,43,2025-03-11,2025-03-19,On-Time
SHP010323,O010323,Rail,39,2025-03-11,2025-03-21,On-Time
SHP010324,O010324,Air,136,2025-04-16,2025-04-19,On-Time
SHP010325,O010325,Air,90,2023-04-27,2023-04-28,On-Time
SHP010326,O010326,Rail,37,2024-08-24,2024-08-30,On-Time
SHP010327,O010327,Rail,43,2025-08-01,2025-08-08,On-Time
SHP010328,O010328,Express Courier,55,2025-03-28,2025-04-01,On-Time
SHP010329,O010329,Air,99,2023-12-10,2023-12-13,On-Time
SHP010330,O010330,Express Courier,83,2023-11-07,2023-11-09,On-Time
SHP010331,O010331,Road,42,2024-01-22,2024-01-26,On-Time
SHP010332,O010332,Road,42,2024-04-08,2024-04-12,On-Time
SHP010333,O010333,Road,32,2023-12-01,2023-12-06,On-Time
SHP010334,O010334,Air,138,2025-07-16,2025-07-19,On-Time
SHP010335,O010335,Express Courier,53,2023-02-20,2023-02-22,On-Time
SHP010336,O010336,Express Courier,86,2025-09-28,2025-09-30,On-Time
SHP010337,O010337,Air,112,2023-03-23,2023-03-25,On-Time
SHP010338,O010338,Standard Shipping,11,2025-08-25,2025-09-01,On-Time
SHP010339,O010339,Air,95,2024-04-24,2024-04-27,Delayed
SHP010340,O010340,Air,104,2024-11-30,2024-12-03,On-Time
SHP010341,O010341,Express Courier,58,2023-07-16,2023-07-20,On-Time
SHP010342,O010342,Air,94,2023-09-23,2023-09-26,On-Time
SHP010343,O010343,Standard Shipping,35,2024-06-03,2024-06-12,On-Time
SHP010344,O010344,Air,90,2025-09-05,2025-09-08,On-Time
SHP010345,O010345,Road,35,2024-03-18,2024-03-23,Delayed
SHP010346,O010346,Standard Shipping,27,2024-11-06,2024-11-16,On-Time
SHP010347,O010347,Standard Shipping,33,2025-02-02,2025-02-13,On-Time
SHP010348,O010348,Air,104,2023-11-08,2023-11-11,On-Time
SHP010349,O010349,Express Courier,87,2024-12-18,2024-12-20,On-Time
SHP010350,O010350,Standard Shipping,13,2023-05-01,2023-05-09,On-Time
SHP010351,O010351,Rail,38,2025-10-26,2025-11-02,On-Time
SHP010352,O010352,Rail,45,2023-12-15,2023-12-25,On-Time
SHP010353,O010353,Express Courier,59,2024-06-08,2024-06-11,On-Time
SHP010354,O010354,Air,127,2025-08-05,2025-08-06,On-Time
SHP010355,O010355,Road,35,2025-10-30,2025-11-03,On-Time
SHP010356,O010356,Rail,39,2025-08-09,2025-08-18,On-Time
SHP010357,O010357,Express Courier,88,2024-07-21,2024-07-23,On-Time
SHP010358,O010358,Standard Shipping,21,2024-05-19,2024-05-28,On-Time
SHP010359,O010359,Road,28,2024-04-06,2024-04-10,On-Time
SHP010360,O010360,Rail,28,2023-09-14,2023-09-24,Delayed
SHP010361,O010361,Air,82,2023-06-06,2023-06-09,On-Time
SHP010362,O010362,Standard Shipping,32,2025-11-17,2025-11-26,On-Time
SHP010363,O010363,Express Courier,85,2025-04-24,2025-04-27,On-Time
SHP010364,O010364,Rail,36,2024-09-18,2024-09-23,On-Time
SHP010365,O010365,Air,111,2025-10-29,2025-10-30,On-Time
SHP010366,O010366,Road,29,2025-01-05,2025-01-09,On-Time
SHP010367,O010367,Air,88,2024-02-20,2024-02-22,On-Time
SHP010368,O010368,Standard Shipping,17,2024-01-16,2024-01-24,On-Time
SHP010369,O010369,Express Courier,79,2024-09-29,2024-10-02,On-Time
SHP010370,O010370,Rail,36,2025-10-29,2025-11-04,On-Time
SHP010371,O010371,Rail,20,2024-07-22,2024-07-31,On-Time
SHP010372,O010372,Air,94,2023-07-29,2023-07-30,On-Time
SHP010373,O010373,Road,26,2024-08-10,2024-08-13,On-Time
SHP010374,O010374,Express Courier,62,2025-02-04,2025-02-08,On-Time
SHP010375,O010375,Air,106,2023-02-02,2023-02-04,On-Time
SHP010376,O010376,Air,150,2023-10-25,2023-10-28,On-Time
SHP010377,O010377,Standard Shipping,32,2023-07-01,2023-07-08,On-Time
SHP010378,O010378,Road,24,2023-11-08,2023-11-13,On-Time
SHP010379,O010379,Express Courier,67,2024-09-15,2024-09-17,Delayed
SHP010380,O010380,Rail,15,2024-11-10,2024-11-18,On-Time
SHP010381,O010381,Road,48,2023-04-30,2023-05-05,On-Time
SHP010382,O010382,Air,118,2023-11-14,2023-11-17,On-Time
SHP010383,O010383,Air,89,2023-04-15,2023-04-18,On-Time
SHP010384,O010384,Air,89,2023-08-06,2023-08-09,On-Time
SHP010385,O010385,Rail,17,2023-06-17,2023-06-25,On-Time
SHP010386,O010386,Road,37,2023-05-07,2023-05-10,On-Time
SHP010387,O010387,Road,21,2024-06-20,2024-06-23,On-Time
SHP010388,O010388,Air,128,2023-04-20,2023-04-21,On-Time
SHP010389,O010389,Standard Shipping,12,2023-11-15,2023-11-27,On-Time
SHP010390,O010390,Air,133,2024-05-09,2024-05-12,On-Time
SHP010391,O010391,Express Courier,56,2023-11-20,2023-11-22,On-Time
SHP010392,O010392,Rail,17,2023-10-30,2023-11-06,On-Time
SHP010393,O010393,Road,42,2024-06-08,2024-06-13,On-Time
SHP010394,O010394,Express Courier,82,2023-05-13,2023-05-15,On-Time
SHP010395,O010395,Rail,44,2024-01-19,2024-01-24,On-Time
SHP010396,O010396,Express Courier,64,2023-02-17,2023-02-20,On-Time
SHP010397,O010397,Road,51,2025-05-12,2025-05-19,On-Time
SHP010398,O010398,Rail,27,2024-04-08,2024-04-17,On-Time
SHP010399,O010399,Rail,34,2024-09-20,2024-09-28,On-Time
SHP010400,O010400,Road,52,2024-07-03,2024-07-10,On-Time
SHP010401,O010401,Express Courier,60,2023-05-06,2023-05-09,On-Time
SHP010402,O010402,Air,112,2025-05-14,2025-05-16,On-Time
SHP010403,O010403,Rail,25,2025-01-21,2025-01-29,On-Time
SHP010404,O010404,Express Courier,54,2024-01-12,2024-01-16,On-Time
SHP010405,O010405,Standard Shipping,30,2024-11-06,2024-11-13,On-Time
SHP010406,O010406,Standard Shipping,10,2025-12-11,2025-12-21,On-Time
SHP010407,O010407,Air,107,2025-02-01,2025-02-03,On-Time
SHP010408,O010408,Road,56,2025-10-27,2025-11-02,On-Time
SHP010409,O010409,Standard Shipping,18,2023-10-11,2023-10-19,On-Time
SHP010410,O010410,Express Courier,88,2025-12-04,2025-12-06,On-Time
SHP010411,O010411,Air,138,2025-06-10,2025-06-11,On-Time
SHP010412,O010412,Air,124,2023-09-20,2023-09-23,On-Time
SHP010413,O010413,Air,135,2025-10-12,2025-10-15,On-Time
SHP010414,O010414,Rail,30,2025-10-25,2025-11-04,On-Time
SHP010415,O010415,Express Courier,48,2024-01-16,2024-01-19,On-Time
SHP010416,O010416,Rail,24,2025-07-05,2025-07-12,On-Time
SHP010417,O010417,Standard Shipping,13,2025-06-27,2025-07-05,On-Time
SHP010418,O010418,Air,106,2025-04-15,2025-04-18,On-Time
SHP010419,O010419,Rail,40,2025-12-15,2025-12-20,On-Time
SHP010420,O010420,Express Courier,63,2025-03-14,2025-03-16,On-Time
SHP010421,O010421,Rail,26,2025-04-13,2025-04-21,On-Time
SHP010422,O010422,Road,43,2023-10-09,2023-10-15,On-Time
SHP010423,O010423,Express Courier,48,2025-12-16,2025-12-20,On-Time
SHP010424,O010424,Air,114,2025-11-25,2025-11-28,On-Time
SHP010425,O010425,Standard Shipping,27,2024-05-03,2024-05-14,On-Time
SHP010426,O010426,Road,33,2024-09-30,2024-10-05,Delayed
SHP010427,O010427,Air,91,2024-02-23,2024-02-26,On-Time
SHP010428,O010428,Express Courier,68,2024-12-30,2025-01-01,On-Time
SHP010429,O010429,Road,44,2025-12-09,2025-12-13,On-Time
SHP010430,O010430,Air,150,2023-10-21,2023-10-24,On-Time
SHP010431,O010431,Road,47,2024-01-04,2024-01-08,On-Time
SHP010432,O010432,Express Courier,68,2023-09-06,2023-09-10,On-Time
SHP010433,O010433,Rail,31,2025-07-12,2025-07-22,On-Time
SHP010434,O010434,Road,20,2023-11-29,2023-12-02,On-Time
SHP010435,O010435,Rail,39,2024-05-09,2024-05-16,On-Time
SHP010436,O010436,Rail,15,2023-11-13,2023-11-23,On-Time
SHP010437,O010437,Road,29,2025-05-18,2025-05-24,On-Time
SHP010438,O010438,Standard Shipping,22,2024-11-02,2024-11-10,On-Time
SHP010439,O010439,Express Courier,75,2023-10-24,2023-10-27,On-Time
SHP010440,O010440,Air,91,2024-07-02,2024-07-05,On-Time
SHP010441,O010441,Road,32,2024-09-27,2024-10-03,On-Time
SHP010442,O010442,Rail,44,2024-05-18,2024-05-25,On-Time
SHP010443,O010443,Express Courier,51,2025-10-03,2025-10-07,Delayed
SHP010444,O010444,Air,146,2025-05-11,2025-05-12,On-Time
SHP010445,O010445,Air,85,2023-12-25,2023-12-28,On-Time
SHP010446,O010446,Road,30,2024-01-07,2024-01-13,On-Time
SHP010447,O010447,Standard Shipping,19,2025-06-06,2025-06-13,On-Time
SHP010448,O010448,Air,120,2025-07-25,2025-07-26,Delayed
SHP010449,O010449,Air,115,2023-08-03,2023-08-06,On-Time
SHP010450,O010450,Express Courier,48,2024-06-01,2024-06-05,On-Time
SHP010451,O010451,Express Courier,58,2025-03-18,2025-03-21,On-Time
SHP010452,O010452,Road,24,2024-07-25,2024-07-28,On-Time
SHP010453,O010453,Rail,40,2024-07-27,2024-08-02,On-Time
SHP010454,O010454,Standard Shipping,32,2024-01-05,2024-01-18,Delayed
SHP010455,O010455,Express Courier,54,2023-10-23,2023-10-26,On-Time
SHP010456,O010456,Road,26,2024-05-25,2024-06-01,On-Time
SHP010457,O010457,Express Courier,53,2024-10-23,2024-10-27,On-Time
SHP010458,O010458,Road,58,2025-09-14,2025-09-21,On-Time
SHP010459,O010459,Road,32,2025-01-17,2025-01-20,On-Time
SHP010460,O010460,Rail,30,2024-09-13,2024-09-23,On-Time
SHP010461,O010461,Road,23,2025-07-26,2025-07-31,On-Time
SHP010462,O010462,Air,137,2023-01-15,2023-01-17,Delayed
SHP010463,O010463,Express Courier,67,2023-03-05,2023-03-07,On-Time
SHP010464,O010464,Express Courier,41,2025-02-01,2025-02-03,On-Time
SHP010465,O010465,Air,90,2025-10-13,2025-10-15,On-Time
SHP010466,O010466,Express Courier,73,2024-04-30,2024-05-02,On-Time
SHP010467,O010467,Express Courier,63,2023-01-21,2023-01-24,On-Time
SHP010468,O010468,Air,127,2024-07-15,2024-07-17,On-Time
SHP010469,O010469,Rail,42,2024-10-02,2024-10-10,On-Time
SHP010470,O010470,Rail,35,2023-11-22,2023-12-02,Delayed
SHP010471,O010471,Air,146,2023-05-22,2023-05-23,On-Time
SHP010472,O010472,Air,89,2023-08-18,2023-08-20,On-Time
SHP010473,O010473,Standard Shipping,12,2025-12-11,2025-12-21,On-Time
SHP010474,O010474,Express Courier,79,2023-05-31,2023-06-03,On-Time
SHP010475,O010475,Road,35,2024-06-18,2024-06-22,Delayed
SHP010476,O010476,Air,84,2023-05-18,2023-05-20,On-Time
SHP010477,O010477,Express Courier,52,2024-10-27,2024-10-29,On-Time
SHP010478,O010478,Express Courier,84,2024-07-24,2024-07-28,On-Time
SHP010479,O010479,Standard Shipping,21,2025-03-28,2025-04-09,On-Time
SHP010480,O010480,Express Courier,87,2023-09-15,2023-09-19,On-Time
SHP010481,O010481,Standard Shipping,32,2025-10-02,2025-10-10,On-Time
SHP010482,O010482,Air,85,2023-07-14,2023-07-15,On-Time
SHP010483,O010483,Standard Shipping,32,2025-10-18,2025-10-27,On-Time
SHP010484,O010484,Air,86,2023-12-08,2023-12-10,On-Time
SHP010485,O010485,Road,54,2024-01-20,2024-01-27,On-Time
SHP010486,O010486,Express Courier,79,2024-09-19,2024-09-21,On-Time
SHP010487,O010487,Express Courier,43,2025-11-19,2025-11-22,On-Time
SHP010488,O010488,Road,38,2024-11-18,2024-11-25,On-Time
SHP010489,O010489,Road,41,2023-06-20,2023-06-24,On-Time
SHP010490,O010490,Standard Shipping,14,2025-10-13,2025-10-21,On-Time
SHP010491,O010491,Rail,26,2025-03-22,2025-03-31,On-Time
