Order_ID,Order_Date,Product_ID,Supplier_ID,Warehouse_ID,Region_ID,Quantity,Revenue,Fulfillment_Status
O010210,2025-12-13,P019,S003,W001,R005,4,316,Fulfilled
O010211,2024-05-09,P023,S005,W002,R005,6,294,Pending
O010212,2024-01-09,P002,S004,W003,R005,2,1398,Fulfilled
O010213,2025-04-28,P018,S005,W003,R005,2,78,Fulfilled
O010214,2023-02-19,P023,S010,W005,R003,6,294,Fulfilled
O010215,2025-01-25,P014,S008,W003,R005,5,945,Delayed
O010216,2024-11-08,P016,S008,W002,R002,2,598,Fulfilled
O010217,2023-07-27,P025,S008,W005,R003,2,78,Fulfilled
O010218,2023-04-29,P015,S006,W004,R003,1,349,Fulfilled
O010219,2025-10-28,P002,S001,W002,R004,2,1398,Delayed
O010220,2025-08-09,P015,S006,W001,R005,9,3141,Fulfilled
O010221,2025-03-25,P022,S001,W001,R005,2,158,Delayed
O010222,2025-10-31,P022,S005,W005,R005,5,395,Fulfilled
O010223,2024-12-05,P013,S008,W004,R004,1,139,Fulfilled
O010224,2024-03-18,P009,S010,W005,R002,4,3196,Fulfilled
O010225,2025-11-22,P019,S001,W004,R002,4,316,Fulfilled
O010226,2025-05-03,P015,S010,W001,R001,3,1047,Fulfilled
O010227,2025-08-20,P016,S010,W002,R005,2,598,Fulfilled
O010228,2024-03-14,P025,S001,W001,R004,5,195,Fulfilled
O010229,2023-01-22,P020,S007,W004,R001,1,119,Fulfilled
O010230,2025-01-07,P009,S001,W004,R005,2,1598,Fulfilled
O010231,2024-03-08,P023,S003,W003,R005,3,147,Fulfilled
O010232,2025-02-23,P019,S006,W001,R003,2,158,Fulfilled
O010233,2023-02-12,P008,S005,W001,R001,8,1992,Delayed
O010234,2025-09-14,P009,S006,W004,R003,1,799,Fulfilled
O010235,2025-10-18,P007,S005,W005,R002,3,537,Delayed
O010236,2024-02-24,P017,S001,W004,R005,3,267,Fulfilled
O010237,2025-08-16,P009,S007,W003,R004,2,1598,Fulfilled
O010238,2023-03-18,P007,S005,W004,R001,4,716,Fulfilled
O010239,2023-03-24,P015,S003,W003,R004,1,349,Fulfilled
O010240,2023-04-22,P003,S008,W001,R005,5,2745,Fulfilled
O010241,2023-08-13,P016,S010,W002,R001,5,1495,Pending
O010242,2023-11-16,P011,S005,W005,R004,6,1014,Fulfilled
O010243,2023-12-14,P018,S001,W005,R004,2,78,Fulfilled
O010244,2023-04-04,P008,S004,W002,R005,1,249,Fulfilled
O010245,2024-01-06,P022,S008,W002,R001,2,158,Fulfilled
O010246,2025-02-06,P025,S002,W003,R003,6,234,Fulfilled
O010247,2023-03-14,P016,S005,W002,R001,1,299,Fulfilled
O010248,2025-02-21,P008,S010,W004,R001,3,747,Fulfilled
O010249,2023-07-23,P003,S010,W001,R002,6,3294,Fulfilled
O010250,2025-03-22,P013,S006,W002,R004,2,278,Fulfilled
O010251,2024-10-14,P024,S004,W003,R003,4,396,Fulfilled
O010252,2024-02-06,P025,S006,W003,R002,8,312,Fulfilled
O010253,2024-10-16,P004,S005,W004,R003,2,498,Fulfilled
O010254,2023-06-29,P004,S003,W003,R004,2,498,Fulfilled
O010255,2023-11-30,P024,S004,W001,R001,1,99,Fulfilled
O010256,2024-08-06,P003,S004,W004,R002,3,1647,Delayed
O010257,2024-10-01,P018,S004,W003,R003,3,117,Fulfilled
O010258,2024-07-02,P019,S010,W001,R005,1,79,Fulfilled
O010259,2025-08-13,P021,S004,W003,R003,3,177,Fulfilled
O010260,2025-11-01,P022,S009,W005,R003,4,316,Fulfilled
O010261,2025-12-15,P009,S005,W004,R005,4,3196,Fulfilled
O010262,2024-09-28,P014,S001,W004,R002,1,189,Fulfilled
O010263,2025-10-23,P009,S009,W001,R002,3,2397,Fulfilled
O010264,2023-07-23,P024,S006,W004,R003,1,99,Fulfilled
O010265,2024-08-11,P022,S001,W005,R003,1,79,Fulfilled
O010266,2023-01-17,P009,S004,W003,R005,3,2397,Fulfilled
O010267,2025-12-15,P014,S010,W001,R005,2,378,Fulfilled
O010268,2023-09-15,P003,S004,W002,R003,3,1647,Fulfilled
O010269,2024-02-10,P008,S006,W003,R004,1,249,Delayed
O010270,2023-07-25,P005,S006,W001,R003,4,1316,Pending
O010271,2024-03-16,P018,S005,W005,R004,4,156,Fulfilled
O010272,2024-03-06,P015,S005,W001,R002,2,698,Fulfilled
O010273,2024-12-15,P024,S006,W003,R005,5,495,Fulfilled
O010274,2023-03-11,P004,S010,W004,R001,1,249,Fulfilled
O010275,2023-04-15,P014,S003,W005,R001,5,945,Fulfilled
O010276,2023-04-29,P010,S001,W002,R003,3,687,Delayed
O010277,2024-07-08,P019,S010,W002,R003,3,237,Delayed
O010278,2024-03-28,P002,S003,W002,R001,2,1398,Fulfilled
O010279,2024-03-21,P017,S002,W002,R005,3,267,Fulfilled
O010280,2025-03-28,P005,S002,W003,R004,5,1645,Fulfilled
O010281,2025-07-25,P005,S008,W002,R004,2,658,Delayed
O010282,2023-05-27,P013,S010,W003,R003,4,556,Fulfilled
O010283,2023-06-13,P009,S003,W004,R005,7,5593,Fulfilled
O010284,2024-02-17,P016,S003,W005,R002,2,598,Pending
O010285,2025-01-01,P004,S002,W002,R002,1,249,Fulfilled
O010286,2023-11-20,P009,S003,W002,R003,1,799,Fulfilled
O010287,2023-03-31,P004,S008,W001,R002,1,249,Delayed
O010288,2025-11-10,P012,S006,W005,R005,3,747,Fulfilled
O010289,2024-12-20,P010,S008,W001,R005,4,916,Fulfilled
O010290,2025-03-05,P003,S003,W004,R002,1,549,Fulfilled
O010291,2023-11-22,P008,S004,W002,R005,4,996,Fulfilled
O010292,2025-09-26,P003,S005,W003,R005,6,3294,Fulfilled
O010293,2023-02-08,P010,S001,W002,R005,5,1145,Fulfilled
O010294,2023-10-11,P011,S009,W002,R002,5,845,Fulfilled
O010295,2025-06-24,P007,S008,W003,R002,2,358,Fulfilled
O010296,2023-04-06,P022,S005,W001,R003,4,316,Fulfilled
O010297,2025-03-09,P008,S008,W003,R002,5,1245,Fulfilled
O010298,2025-06-12,P003,S002,W001,R004,7,3843,Fulfilled
O010299,2024-07-15,P001,S010,W003,R003,4,3556,Fulfilled
O010300,2023-10-10,P017,S002,W002,R005,4,356,Fulfilled
O010301,2023-07-02,P010,S009,W005,R005,1,229,Fulfilled
O010302,2025-01-04,P025,S002,W002,R003,2,78,Pending
O010303,2023-01-20,P013,S004,W004,R003,2,278,Fulfilled
O010304,2024-02-19,P015,S009,W001,R004,3,1047,Fulfilled
O010305,2023-10-01,P005,S001,W004,R005,4,1316,Fulfilled
O010306,2023-02-14,P009,S005,W002,R002,3,2397,Fulfilled
O010307,2025-04-20,P002,S008,W003,R004,3,2097,Fulfilled
O010308,2025-02-24,P022,S007,W004,R002,5,395,Fulfilled
O010309,2025-09-18,P014,S005,W003,R004,1,189,Fulfilled
O010310,2025-06-29,P005,S005,W001,R002,4,1316,Fulfilled
O010311,2024-05-17,P016,S002,W004,R005,4,1196,Fulfilled
O010312,2025-05-11,P022,S009,W004,R003,2,158,Fulfilled
O010313,2025-07-03,P012,S010,W001,R003,5,1245,Fulfilled
O010314,2023-10-28,P014,S008,W004,R005,3,567,Fulfilled
O010315,2023-04-13,P012,S001,W002,R001,2,498,Fulfilled
O010316,2024-01-08,P006,S009,W002,R003,3,3597,Fulfilled
O010317,2024-10-08,P024,S004,W005,R005,5,495,Fulfilled
O010318,2025-08-22,P018,S007,W003,R002,5,195,Delayed
O010319,2024-04-12,P012,S006,W005,R003,5,1245,Fulfilled
O010320,2024-10-03,P023,S001,W003,R005,2,98,Fulfilled
O010321,2024-04-06,P011,S007,W005,R001,5,845,Fulfilled
O010322,2025-03-10,P024,S002,W003,R002,4,396,Fulfilled
O010323,2025-03-11,P002,S005,W003,R003,4,2796,Fulfilled
O010324,2025-04-14,P008,S008,W002,R001,2,498,Fulfilled
O010325,2023-04-26,P005,S002,W004,R004,8,2632,Fulfilled
O010326,2024-08-24,P025,S005,W002,R002,3,117,Fulfilled
O010327,2025-07-31,P003,S008,W005,R002,1,549,Fulfilled
O010328,2025-03-26,P018,S006,W001,R003,5,195,Fulfilled
O010329,2023-12-09,P023,S009,W005,R005,7,343,Fulfilled
O010330,2023-11-07,P022,S010,W004,R004,3,237,Fulfilled
O010331,2024-01-21,P002,S006,W004,R004,7,4893,Fulfilled
O010332,2024-04-07,P012,S006,W003,R002,2,498,Fulfilled
O010333,2023-11-30,P001,S008,W003,R005,6,5334,Fulfilled
O010334,2025-07-16,P024,S004,W004,R004,4,396,Fulfilled
O010335,2023-02-19,P010,S010,W005,R005,5,1145,Fulfilled
O010336,2025-09-28,P003,S010,W004,R005,4,2196,Fulfilled
O010337,2023-03-23,P022,S009,W001,R001,2,158,Fulfilled
O010338,2025-08-25,P009,S002,W005,R004,8,6392,Fulfilled
O010339,2024-04-22,P003,S005,W005,R004,4,2196,Fulfilled
O010340,2024-11-30,P009,S010,W003,R002,1,799,Fulfilled
O010341,2023-07-14,P023,S008,W001,R002,3,147,Fulfilled
O010342,2023-09-23,P008,S001,W001,R001,2,498,Fulfilled
O010343,2024-06-03,P019,S001,W002,R001,2,158,Fulfilled
O010344,2025-09-05,P001,S006,W004,R001,3,2667,Fulfilled
O010345,2024-03-17,P022,S003,W005,R001,4,316,Fulfilled
O010346,2024-11-05,P003,S001,W001,R002,7,3843,Fulfilled
O010347,2025-02-01,P012,S004,W005,R003,5,1245,Fulfilled
O010348,2023-11-08,P006,S008,W001,R001,4,4796,Fulfilled
O010349,2024-12-17,P008,S001,W003,R004,2,498,Fulfilled
O010350,2023-05-01,P014,S003,W005,R002,3,567,Fulfilled
O010351,2025-10-25,P015,S001,W002,R005,2,698,Fulfilled
O010352,2023-12-14,P024,S002,W001,R003,3,297,Fulfilled
O010353,2024-06-06,P007,S009,W003,R002,7,1253,Fulfilled
O010354,2025-08-04,P015,S005,W005,R004,6,2094,Fulfilled
O010355,2025-10-30,P023,S004,W004,R003,2,98,Fulfilled
O010356,2025-08-07,P015,S007,W001,R001,8,2792,Delayed
O010357,2024-07-20,P022,S009,W004,R003,2,158,Fulfilled
O010358,2024-05-17,P020,S007,W005,R003,1,119,Fulfilled
O010359,2024-04-04,P007,S009,W003,R005,1,179,Fulfilled
O010360,2023-09-14,P015,S002,W004,R002,6,2094,Fulfilled
O010361,2023-06-05,P021,S005,W001,R004,2,118,Fulfilled
O010362,2025-11-17,P002,S008,W003,R003,5,3495,Fulfilled
O010363,2025-04-24,P009,S009,W005,R001,1,799,Fulfilled
O010364,2024-09-18,P008,S009,W003,R005,3,747,Fulfilled
O010365,2025-10-27,P005,S006,W003,R001,5,1645,Fulfilled
O010366,2025-01-05,P011,S009,W004,R005,3,507,Fulfilled
O010367,2024-02-19,P005,S009,W004,R003,2,658,Fulfilled
O010368,2024-01-16,P011,S004,W004,R005,8,1352,Fulfilled
O010369,2024-09-27,P010,S004,W003,R004,3,687,Fulfilled
O010370,2025-10-29,P022,S007,W003,R005,6,474,Fulfilled
O010371,2024-07-21,P025,S009,W005,R002,6,234,Pending
O010372,2023-07-29,P010,S002,W001,R005,5,1145,Fulfilled
O010373,2024-08-08,P022,S009,W001,R005,3,237,Fulfilled
O010374,2025-02-04,P016,S001,W002,R004,3,897,Fulfilled
O010375,2023-01-31,P010,S006,W004,R003,3,687,Fulfilled
O010376,2023-10-23,P006,S009,W001,R001,2,2398,Fulfilled
O010377,2023-06-30,P009,S003,W001,R005,3,2397,Fulfilled
O010378,2023-11-07,P007,S005,W004,R004,3,537,Fulfilled
O010379,2024-09-14,P022,S006,W002,R003,3,237,Fulfilled
O010380,2024-11-10,P013,S009,W001,R005,1,139,Pending
O010381,2023-04-30,P018,S007,W005,R001,4,156,Fulfilled
O010382,2023-11-13,P011,S003,W005,R002,4,676,Fulfilled
O010383,2023-04-15,P007,S004,W005,R002,1,179,Fulfilled
O010384,2023-08-06,P016,S008,W003,R005,4,1196,Pending
O010385,2023-06-15,P004,S003,W001,R005,4,996,Fulfilled
O010386,2023-05-05,P021,S007,W003,R005,4,236,Fulfilled
O010387,2024-06-19,P012,S007,W003,R002,6,1494,Fulfilled
O010388,2023-04-19,P014,S009,W005,R005,5,945,Fulfilled
O010389,2023-11-15,P013,S005,W005,R002,4,556,Fulfilled
O010390,2024-05-07,P007,S002,W001,R001,1,179,Fulfilled
O010391,2023-11-19,P003,S009,W002,R003,7,3843,Delayed
O010392,2023-10-28,P003,S008,W005,R003,6,3294,Fulfilled
O010393,2024-06-06,P010,S006,W005,R002,1,229,Fulfilled
O010394,2023-05-13,P005,S009,W004,R004,5,1645,Fulfilled
O010395,2024-01-18,P011,S003,W004,R004,3,507,Fulfilled
O010396,2023-02-15,P019,S003,W001,R001,3,237,Fulfilled
O010397,2025-05-12,P016,S007,W003,R005,3,897,Fulfilled
O010398,2024-04-06,P001,S008,W005,R002,1,889,Fulfilled
O010399,2024-09-20,P018,S005,W004,R004,2,78,Fulfilled
O010400,2024-07-02,P005,S007,W004,R001,7,2303,Pending
O010401,2023-05-06,P007,S004,W004,R004,4,716,Fulfilled
O010402,2025-05-12,P023,S004,W003,R002,1,49,Fulfilled
O010403,2025-01-20,P014,S009,W002,R005,3,567,Fulfilled
O010404,2024-01-10,P016,S001,W001,R004,2,598,Fulfilled
O010405,2024-11-06,P016,S001,W005,R002,3,897,Delayed
O010406,2025-12-09,P020,S010,W001,R005,4,476,Fulfilled
O010407,2025-01-30,P010,S006,W001,R002,5,1145,Fulfilled
O010408,2025-10-27,P019,S010,W002,R002,1,79,Fulfilled
O010409,2023-10-11,P004,S002,W004,R001,3,747,Fulfilled
O010410,2025-12-03,P023,S001,W002,R001,4,196,Fulfilled
O010411,2025-06-09,P022,S002,W005,R004,3,237,Fulfilled
O010412,2023-09-19,P009,S010,W003,R002,5,3995,Fulfilled
O010413,2025-10-12,P021,S001,W001,R002,5,295,Fulfilled
O010414,2025-10-23,P025,S001,W004,R005,1,39,Fulfilled
O010415,2024-01-16,P017,S010,W002,R003,2,178,Fulfilled
O010416,2025-07-05,P004,S004,W004,R001,1,249,Fulfilled
O010417,2025-06-26,P013,S005,W002,R005,4,556,Fulfilled
O010418,2025-04-14,P014,S008,W003,R001,1,189,Delayed
O010419,2025-12-13,P024,S004,W004,R005,2,198,Fulfilled
O010420,2025-03-14,P012,S006,W003,R002,4,996,Fulfilled
O010421,2025-04-11,P014,S007,W003,R004,2,378,Fulfilled
O010422,2023-10-08,P015,S008,W001,R001,3,1047,Fulfilled
O010423,2025-12-14,P020,S008,W003,R001,2,238,Fulfilled
O010424,2025-11-24,P020,S005,W005,R001,4,476,Fulfilled
O010425,2024-05-03,P011,S007,W004,R004,1,169,Fulfilled
O010426,2024-09-29,P020,S006,W003,R002,7,833,Fulfilled
O010427,2024-02-23,P023,S006,W001,R003,6,294,Delayed
O010428,2024-12-29,P014,S005,W005,R004,2,378,Fulfilled
O010429,2025-12-07,P021,S009,W001,R001,9,531,Fulfilled
O010430,2023-10-19,P021,S008,W003,R002,3,177,Fulfilled
O010431,2024-01-03,P016,S001,W003,R005,3,897,Fulfilled
O010432,2023-09-05,P024,S010,W002,R004,3,297,Fulfilled
O010433,2025-07-11,P001,S004,W005,R002,5,4445,Fulfilled
O010434,2023-11-28,P021,S004,W002,R002,8,472,Fulfilled
O010435,2024-05-07,P016,S009,W003,R002,1,299,Fulfilled
O010436,2023-11-11,P004,S007,W002,R004,5,1245,Fulfilled
O010437,2025-05-17,P023,S009,W005,R005,1,49,Fulfilled
O010438,2024-11-01,P007,S007,W001,R004,4,716,Fulfilled
O010439,2023-10-24,P015,S006,W004,R005,6,2094,Fulfilled
O010440,2024-07-01,P022,S007,W003,R003,4,316,Fulfilled
O010441,2024-09-26,P009,S010,W005,R001,3,2397,Fulfilled
O010442,2024-05-17,P016,S009,W004,R001,1,299,Fulfilled
O010443,2025-10-02,P004,S002,W002,R003,2,498,Fulfilled
O010444,2025-05-10,P019,S008,W003,R005,1,79,Fulfilled
O010445,2023-12-23,P017,S001,W001,R003,3,267,Fulfilled
O010446,2024-01-06,P012,S005,W003,R002,5,1245,Fulfilled
O010447,2025-06-04,P006,S010,W003,R001,4,4796,Fulfilled
O010448,2025-07-25,P014,S006,W001,R003,6,1134,Fulfilled
O010449,2023-08-02,P006,S006,W002,R004,4,4796,Fulfilled
O010450,2024-05-31,P017,S002,W004,R001,4,356,Fulfilled
O010451,2025-03-16,P004,S006,W002,R005,4,996,Fulfilled
O010452,2024-07-25,P002,S010,W003,R005,5,3495,Fulfilled
O010453,2024-07-26,P005,S007,W004,R001,2,658,Fulfilled
O010454,2024-01-03,P024,S004,W003,R005,6,594,Fulfilled
O010455,2023-10-21,P016,S002,W004,R002,6,1794,Fulfilled
O010456,2024-05-24,P004,S009,W001,R005,2,498,Fulfilled
O010457,2024-10-23,P011,S007,W005,R003,3,507,Fulfilled
O010458,2025-09-13,P004,S004,W001,R001,2,498,Fulfilled
O010459,2025-01-15,P021,S001,W002,R002,2,118,Fulfilled
O010460,2024-09-12,P008,S005,W003,R002,2,498,Fulfilled
O010461,2025-07-26,P020,S008,W004,R002,3,357,Fulfilled
O010462,2023-01-13,P015,S006,W004,R001,3,1047,Fulfilled
O010463,2023-03-05,P007,S002,W004,R004,4,716,Fulfilled
O010464,2025-01-31,P013,S006,W003,R001,2,278,Delayed
O010465,2025-10-12,P001,S007,W004,R001,5,4445,Pending
O010466,2024-04-28,P017,S005,W005,R001,1,89,Fulfilled
O010467,2023-01-20,P005,S007,W004,R003,3,987,Fulfilled
O010468,2024-07-13,P024,S006,W001,R002,5,495,Fulfilled
O010469,2024-10-02,P013,S003,W004,R005,6,834,Fulfilled
O010470,2023-11-21,P004,S007,W004,R005,3,747,Fulfilled
O010471,2023-05-22,P012,S002,W002,R003,3,747,Fulfilled
O010472,2023-08-18,P017,S006,W002,R002,1,89,Fulfilled
O010473,2025-12-11,P019,S001,W004,R003,4,316,Fulfilled
O010474,2023-05-30,P002,S006,W002,R001,4,2796,Fulfilled
O010475,2024-06-18,P009,S006,W002,R001,2,1598,Fulfilled
O010476,2023-05-18,P021,S006,W001,R001,3,177,Fulfilled
O010477,2024-10-27,P024,S008,W005,R004,4,396,Fulfilled
O010478,2024-07-23,P018,S004,W002,R001,5,195,Fulfilled
O010479,2025-03-28,P004,S010,W004,R005,1,249,Fulfilled
O010480,2023-09-13,P002,S005,W004,R001,1,699,Fulfilled
O010481,2025-10-02,P002,S008,W005,R001,2,1398,Fulfilled
O010482,2023-07-12,P016,S006,W002,R002,1,299,Fulfilled
O010483,2025-10-17,P011,S007,W003,R002,3,507,Fulfilled
O010484,2023-12-08,P015,S009,W003,R001,1,349,Delayed
O010485,2024-01-19,P009,S002,W004,R002,3,2397,Fulfilled
O010486,2024-09-18,P003,S001,W002,R003,6,3294,Fulfilled
O010487,2025-11-18,P016,S002,W003,R001,3,897,Fulfilled
O010488,2024-11-17,P007,S004,W005,R005,4,716,Fulfilled
O010489,2023-06-19,P024,S004,W003,R003,3,297,Fulfilled
O010490,2025-10-13,P011,S009,W002,R001,2,338,Fulfilled
O010491,2025-03-22,P015,S008,W004,R001,2,698,Fulfilled
O010492,2024-12-07,P011,S002,W004,R003,4,676,Fulfilled
O010493,2024-10-03,P005,S007,W001,R002,2,658,Fulfilled
O010494,2024-05-06,P015,S010,W004,R005,3,1047,Fulfilled
O010495,2024-07-20,P009,S004,W001,R002,2,1598,Fulfilled
O010496,2023-04-15,P008,S003,W005,R003,2,498,Fulfilled
O010497,2024-02-26,P014,S001,W005,R002,4,756,Delayed
O010498,2023-09-26,P021,S001,W005,R005,2,118,Fulfilled
O010499,2025-09-03,P009,S010,W004,R004,2,1598,Fulfilled
O010500,2025-11-14,P024,S007,W005,R004,4,396,Fulfilled
O010501,2023-06-01,P001,S010,W001,R001,1,889,Fulfilled
O010502,2024-12-09,P004,S001,W004,R004,2,498,Fulfilled
O010503,2023-06-17,P009,S008,W001,R002,5,3995,Fulfilled
O010504,2024-08-25,P011,S010,W002,R004,5,845,Fulfilled
O010505,2024-08-30,P023,S006,W005,R004,3,147,Fulfilled
O010506,2023-02-02,P013,S005,W003,R005,2,278,Fulfilled
O010507,2025-03-18,P013,S005,W005,R005,2,278,Fulfilled
O010508,2024-11-12,P022,S001,W004,R003,2,158,Fulfilled
O010509,2024-11-25,P022,S004,W002,R002,8,632,Fulfilled
O010510,2023-03-19,P024,S007,W005,R002,2,198,Fulfilled
O010511,2024-04-24,P023,S008,W003,R004,5,245,Fulfilled
O010512,2025-02-09,P003,S003,W001,R003,1,549,Fulfilled
O010513,2024-08-09,P003,S003,W001,R001,6,3294,Fulfilled
O010514,2025-10-09,P024,S003,W002,R004,1,99,Fulfilled
O010515,2025-01-02,P013,S008,W004,R003,3,417,Fulfilled
O010516,2024-03-25,P020,S009,W001,R005,2,238,Fulfilled
O010517,2024-09-02,P019,S010,W004,R005,2,158,Fulfilled
O010518,2024-10-15,P006,S002,W001,R002,3,3597,Fulfilled
O010519,2025-11-13,P022,S007,W001,R005,6,474,Fulfilled
O010520,2025-12-05,P002,S008,W005,R005,9,6291,Fulfilled
O010521,2025-01-06,P012,S006,W002,R005,3,747,Fulfilled
O010522,2024-01-05,P016,S005,W002,R003,6,1794,Fulfilled
O010523,2024-05-12,P019,S006,W002,R005,2,158,Fulfilled
O010524,2023-04-05,P022,S004,W001,R002,6,474,Fulfilled
O010525,2024-11-11,P010,S007,W002,R005,3,687,Delayed
O010526,2025-08-02,P022,S009,W001,R004,3,237,Fulfilled
O010527,2025-05-30,P004,S006,W003,R005,6,1494,Fulfilled
O010528,2023-04-27,P014,S007,W003,R002,3,567,Fulfilled
O010529,2023-07-20,P018,S009,W003,R005,3,117,Pending
O010530,2023-06-11,P018,S001,W004,R004,5,195,Fulfilled
O010531,2025-12-23,P001,S001,W005,R005,8,7112,Fulfilled
O010532,2023-05-25,P003,S004,W005,R001,1,549,Fulfilled
O010533,2025-06-20,P011,S002,W003,R005,6,1014,Fulfilled
O010534,2025-07-29,P009,S008,W004,R002,1,799,Fulfilled
O010535,2024-04-04,P002,S007,W002,R005,3,2097,Fulfilled
O010536,2025-02-15,P002,S003,W001,R001,1,699,Fulfilled
O010537,2024-10-05,P013,S007,W005,R002,3,417,Fulfilled
O010538,2024-12-02,P006,S003,W002,R005,2,2398,Fulfilled
O010539,2023-05-08,P003,S009,W002,R004,1,549,Fulfilled
O010540,2025-12-25,P018,S006,W001,R004,1,39,Fulfilled
O010541,2024-08-15,P019,S008,W001,R002,2,158,Fulfilled
O010542,2024-08-08,P011,S005,W004,R001,6,1014,Fulfilled
O010543,2025-04-21,P025,S007,W005,R002,1,39,Fulfilled
O010544,2024-06-18,P020,S003,W002,R004,2,238,Fulfilled
O010545,2023-07-29,P011,S004,W002,R003,2,338,Delayed
O010546,2024-01-21,P008,S010,W002,R004,6,1494,Fulfilled
O010547,2023-01-27,P002,S005,W003,R001,2,1398,Fulfilled
O010548,2025-04-18,P020,S002,W003,R002,5,595,Fulfilled
O010549,2023-08-24,P012,S003,W005,R002,7,1743,Fulfilled
O010550,2023-12-16,P023,S010,W001,R002,6,294,Fulfilled
O010551,2024-10-20,P005,S007,W003,R002,3,987,Fulfilled
O010552,2023-04-06,P011,S007,W002,R004,4,676,Fulfilled
O010553,2024-06-26,P021,S003,W005,R003,1,59,Fulfilled
O010554,2025-02-15,P013,S002,W001,R005,5,695,Fulfilled
O010555,2024-09-30,P009,S008,W003,R003,2,1598,Fulfilled
O010556,2025-04-16,P014,S001,W001,R005,7,1323,Fulfilled
O010557,2025-12-27,P009,S009,W001,R003,2,1598,Fulfilled
O010558,2025-07-17,P025,S005,W004,R003,1,39,Fulfilled
O010559,2025-03-29,P023,S001,W004,R004,4,196,Fulfilled
O010560,2025-07-03,P008,S009,W005,R001,3,747,Fulfilled
O010561,2025-03-24,P011,S006,W002,R005,1,169,Fulfilled
O010562,2025-10-01,P017,S005,W001,R005,3,267,Fulfilled
O010563,2023-09-26,P013,S004,W001,R005,4,556,Fulfilled
O010564,2023-11-14,P008,S004,W001,R003,3,747,Fulfilled
O010565,2023-06-05,P009,S007,W004,R002,5,3995,Fulfilled
O010566,2025-03-17,P024,S007,W005,R001,1,99,Fulfilled
O010567,2024-02-14,P009,S007,W002,R005,4,3196,Fulfilled
O010568,2024-10-18,P008,S007,W001,R002,1,249,Fulfilled
O010569,2023-08-20,P023,S008,W002,R001,3,147,Pending
O010570,2024-06-22,P022,S004,W004,R005,3,237,Fulfilled
O010571,2023-01-13,P015,S005,W004,R002,3,1047,Fulfilled
O010572,2025-12-28,P016,S008,W005,R005,1,299,Fulfilled
O010573,2023-02-04,P019,S007,W004,R001,1,79,Fulfilled
O010574,2024-08-06,P004,S010,W005,R001,4,996,Fulfilled
O010575,2024-05-16,P020,S005,W005,R003,4,476,Fulfilled
O010576,2023-07-01,P016,S004,W003,R001,3,897,Fulfilled
O010577,2025-10-28,P008,S005,W001,R003,1,249,Pending
O010578,2024-03-13,P013,S005,W001,R004,2,278,Fulfilled
O010579,2025-10-19,P023,S008,W001,R002,4,196,Fulfilled
O010580,2025-09-02,P024,S003,W001,R004,1,99,Fulfilled
O010581,2025-03-29,P025,S004,W003,R001,4,156,Fulfilled
O010582,2024-04-11,P010,S002,W002,R002,2,458,Fulfilled
O010583,2024-06-19,P022,S003,W005,R005,2,158,Fulfilled
O010584,2025-12-12,P006,S002,W003,R005,2,2398,Fulfilled
O010585,2023-03-12,P019,S005,W003,R004,5,395,Fulfilled
O010586,2023-01-28,P011,S005,W001,R005,3,507,Fulfilled
O010587,2025-05-17,P010,S003,W001,R005,4,916,Fulfilled
O010588,2025-02-14,P012,S008,W002,R003,4,996,Fulfilled
O010589,2023-12-13,P007,S005,W004,R004,2,358,Fulfilled
O010590,2025-03-24,P022,S003,W001,R002,2,158,Fulfilled
O010591,2024-12-25,P011,S004,W005,R004,1,169,Fulfilled
O010592,2025-02-28,P012,S004,W003,R004,5,1245,Fulfilled
O010593,2023-05-15,P011,S003,W005,R003,2,338,Fulfilled
O010594,2023-01-07,P023,S005,W004,R001,5,245,Fulfilled
O010595,2025-03-09,P008,S008,W004,R005,4,996,Delayed
O010596,2025-05-06,P021,S009,W001,R004,5,295,Fulfilled
O010597,2023-02-01,P007,S009,W005,R001,4,716,Fulfilled
O010598,2025-05-13,P017,S010,W004,R005,3,267,Fulfilled
O010599,2024-07-10,P011,S005,W003,R005,4,676,Fulfilled
O010600,2025-01-06,P013,S004,W001,R001,2,278,Fulfilled
O010601,2023-07-09,P002,S007,W001,R003,3,2097,Fulfilled
O010602,2024-02-22,P015,S008,W001,R004,2,698,Fulfilled
O010603,2023-04-26,P024,S009,W004,R005,6,594,Fulfilled
O010604,2023-06-08,P008,S009,W002,R005,5,1245,Fulfilled
O010605,2025-02-28,P023,S005,W002,R005,5,245,Fulfilled
O010606,2024-02-08,P019,S003,W001,R003,4,316,Fulfilled
O010607,2023-02-12,P015,S008,W002,R003,4,1396,Fulfilled
O010608,2025-08-31,P005,S005,W005,R002,1,329,Fulfilled
O010609,2025-03-30,P013,S002,W002,R004,5,695,Fulfilled
O010610,2024-05-27,P011,S007,W002,R005,4,676,Fulfilled
O010611,2023-09-05,P001,S008,W003,R005,1,889,Fulfilled
O010612,2023-03-08,P004,S002,W004,R001,1,249,Fulfilled
O010613,2025-10-14,P007,S006,W004,R004,3,537,Fulfilled
O010614,2025-02-17,P003,S003,W005,R004,6,3294,Fulfilled
O010615,2025-09-19,P021,S006,W005,R001,2,118,Fulfilled
O010616,2024-12-23,P025,S007,W001,R005,6,234,Fulfilled
O010617,2025-12-10,P024,S007,W003,R001,7,693,Delayed
O010618,2023-11-07,P012,S006,W004,R005,2,498,Fulfilled
